fault_id,window_id,num_vectors,total_result_errors,total_carry_errors,total_bit_errors,error_vectors,error_rate,avg_bit_errors,max_bit_errors,avg_A,avg_B,avg_OP,A_ones_total,B_ones_total,ADD_tests,ADD_result_errors,ADD_carry_errors,ADD_bit_errors,ADD_error_rate,ADD_avg_bit_errors,ADD_max_bit_errors,AND_tests,AND_result_errors,AND_carry_errors,AND_bit_errors,AND_error_rate,AND_avg_bit_errors,AND_max_bit_errors,OR_tests,OR_result_errors,OR_carry_errors,OR_bit_errors,OR_error_rate,OR_avg_bit_errors,OR_max_bit_errors,XOR_tests,XOR_result_errors,XOR_carry_errors,XOR_bit_errors,XOR_error_rate,XOR_avg_bit_errors,XOR_max_bit_errors,s0_error_count,s1_error_count,s2_error_count,s3_error_count,expected_carry_count,actual_carry_count
4,3,32,2,0,2,2,0.0625,0.0625,1,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,2,0,2,0.25,0.25,1,8,0,0,0,0.0,0.0,0,0,0,2,0,1,1
4,4,32,6,0,7,6,0.1875,0.21875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,6,0,7,0.75,0.875,2,8,0,0,0,0.0,0.0,0,4,2,1,0,2,2
4,5,32,5,0,6,5,0.15625,0.1875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,5,0,6,0.625,0.75,2,8,0,0,0,0.0,0.0,0,0,4,2,0,2,2
4,6,32,4,0,7,4,0.125,0.21875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,4,0,7,0.5,0.875,2,8,0,0,0,0.0,0.0,0,4,2,1,0,2,2
4,7,32,2,0,2,2,0.0625,0.0625,1,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,2,0,2,0.25,0.25,1,8,0,0,0,0.0,0.0,0,0,0,2,0,1,1
4,8,32,7,0,9,7,0.21875,0.28125,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,9,0.875,1.125,2,8,0,0,0,0.0,0.0,0,4,2,3,0,3,3
4,9,32,5,0,6,5,0.15625,0.1875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,5,0,6,0.625,0.75,2,8,0,0,0,0.0,0.0,0,0,4,2,0,3,3
4,10,32,6,0,9,6,0.1875,0.28125,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,6,0,9,0.75,1.125,3,8,0,0,0,0.0,0.0,0,4,2,3,0,2,2
4,11,32,2,0,2,2,0.0625,0.0625,1,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,2,0,2,0.25,0.25,1,8,0,0,0,0.0,0.0,0,0,0,2,0,1,1
4,12,32,6,0,7,6,0.1875,0.21875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,6,0,7,0.75,0.875,2,8,0,0,0,0.0,0.0,0,4,2,1,0,3,3
4,13,32,5,0,6,5,0.15625,0.1875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,5,0,6,0.625,0.75,2,8,0,0,0,0.0,0.0,0,0,4,2,0,2,2
4,14,32,4,0,7,4,0.125,0.21875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,4,0,7,0.5,0.875,2,8,0,0,0,0.0,0.0,0,4,2,1,0,1,1
4,15,32,2,0,2,2,0.0625,0.0625,1,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,2,0,2,0.25,0.25,1,8,0,0,0,0.0,0.0,0,0,0,2,0,1,1
4,16,32,7,0,9,7,0.21875,0.28125,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,9,0.875,1.125,2,8,0,0,0,0.0,0.0,0,4,2,3,0,2,2
4,17,32,5,0,6,5,0.15625,0.1875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,5,0,6,0.625,0.75,2,8,0,0,0,0.0,0.0,0,0,4,2,0,1,1
4,18,32,6,0,9,6,0.1875,0.28125,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,6,0,9,0.75,1.125,3,8,0,0,0,0.0,0.0,0,4,2,3,0,1,1
4,19,32,2,0,2,2,0.0625,0.0625,1,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,2,0,2,0.25,0.25,1,8,0,0,0,0.0,0.0,0,0,0,2,0,1,1
4,20,32,6,0,7,6,0.1875,0.21875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,6,0,7,0.75,0.875,2,8,0,0,0,0.0,0.0,0,4,2,1,0,2,2
4,21,32,5,0,6,5,0.15625,0.1875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,5,0,6,0.625,0.75,2,8,0,0,0,0.0,0.0,0,0,4,2,0,2,2
4,22,32,4,0,7,4,0.125,0.21875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,4,0,7,0.5,0.875,2,8,0,0,0,0.0,0.0,0,4,2,1,0,2,2
4,23,32,2,0,2,2,0.0625,0.0625,1,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,2,0,2,0.25,0.25,1,8,0,0,0,0.0,0.0,0,0,0,2,0,1,1
4,24,32,7,0,9,7,0.21875,0.28125,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,9,0.875,1.125,2,8,0,0,0,0.0,0.0,0,4,2,3,0,3,3
4,25,32,5,0,6,5,0.15625,0.1875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,5,0,6,0.625,0.75,2,8,0,0,0,0.0,0.0,0,0,4,2,0,3,3
4,26,32,6,0,9,6,0.1875,0.28125,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,6,0,9,0.75,1.125,3,8,0,0,0,0.0,0.0,0,4,2,3,0,2,2
4,27,32,2,0,2,2,0.0625,0.0625,1,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,2,0,2,0.25,0.25,1,8,0,0,0,0.0,0.0,0,0,0,2,0,1,1
4,28,32,6,0,7,6,0.1875,0.21875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,6,0,7,0.75,0.875,2,8,0,0,0,0.0,0.0,0,4,2,1,0,3,3
4,29,32,5,0,6,5,0.15625,0.1875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,5,0,6,0.625,0.75,2,8,0,0,0,0.0,0.0,0,0,4,2,0,2,2
4,30,32,4,0,7,4,0.125,0.21875,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,4,0,7,0.5,0.875,2,8,0,0,0,0.0,0.0,0,4,2,1,0,1,1
4,31,32,2,0,2,2,0.0625,0.0625,1,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,2,0,2,0.25,0.25,1,8,0,0,0,0.0,0.0,0,0,0,2,0,1,1
5,0,32,7,0,9,7,0.21875,0.28125,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,9,0.875,1.125,2,8,0,0,0,0.0,0.0,0,0,4,2,3,2,2
5,1,32,8,0,14,8,0.25,0.4375,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,14,1.0,1.75,2,8,0,0,0,0.0,0.0,0,8,0,4,2,1,1
5,2,32,7,0,9,7,0.21875,0.28125,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,9,0.875,1.125,2,8,0,0,0,0.0,0.0,0,0,4,2,3,1,1
5,3,32,8,0,24,8,0.25,0.75,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,24,1.0,3.0,4,8,0,0,0,0.0,0.0,0,8,8,4,4,1,1
5,4,32,7,0,13,7,0.21875,0.40625,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,13,0.875,1.625,3,8,0,0,0,0.0,0.0,0,0,4,6,3,2,2
5,5,32,8,0,16,8,0.25,0.5,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,16,1.0,2.0,3,8,0,0,0,0.0,0.0,0,8,0,4,4,2,2
5,6,32,7,0,15,7,0.21875,0.46875,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,15,0.875,1.875,3,8,0,0,0,0.0,0.0,0,0,4,6,5,2,2
5,7,32,8,0,24,8,0.25,0.75,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,24,1.0,3.0,4,8,0,0,0,0.0,0.0,0,8,8,4,4,1,1
5,8,32,7,0,11,7,0.21875,0.34375,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,11,0.875,1.375,2,8,0,0,0,0.0,0.0,0,0,4,2,5,3,3
5,9,32,8,0,18,8,0.25,0.5625,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,18,1.0,2.25,3,8,0,0,0,0.0,0.0,0,8,0,4,6,3,3
5,10,32,7,0,11,7,0.21875,0.34375,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,11,0.875,1.375,2,8,0,0,0,0.0,0.0,0,0,4,2,5,2,2
5,11,32,8,0,24,8,0.25,0.75,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,24,1.0,3.0,4,8,0,0,0,0.0,0.0,0,8,8,4,4,1,1
5,12,32,7,0,15,7,0.21875,0.46875,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,15,0.875,1.875,3,8,0,0,0,0.0,0.0,0,0,4,6,5,3,3
5,13,32,8,0,16,8,0.25,0.5,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,16,1.0,2.0,3,8,0,0,0,0.0,0.0,0,8,0,4,4,2,2
5,14,32,7,0,13,7,0.21875,0.40625,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,13,0.875,1.625,3,8,0,0,0,0.0,0.0,0,0,4,6,3,1,1
5,15,32,8,0,24,8,0.25,0.75,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,24,1.0,3.0,4,8,0,0,0,0.0,0.0,0,8,8,4,4,1,1
5,16,32,7,0,9,7,0.21875,0.28125,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,9,0.875,1.125,2,8,0,0,0,0.0,0.0,0,0,4,2,3,2,2
5,17,32,8,0,14,8,0.25,0.4375,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,14,1.0,1.75,2,8,0,0,0,0.0,0.0,0,8,0,4,2,1,1
5,18,32,7,0,9,7,0.21875,0.28125,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,9,0.875,1.125,2,8,0,0,0,0.0,0.0,0,0,4,2,3,1,1
5,19,32,8,0,24,8,0.25,0.75,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,24,1.0,3.0,4,8,0,0,0,0.0,0.0,0,8,8,4,4,1,1
5,20,32,7,0,13,7,0.21875,0.40625,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,13,0.875,1.625,3,8,0,0,0,0.0,0.0,0,0,4,6,3,2,2
5,21,32,8,0,16,8,0.25,0.5,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,16,1.0,2.0,3,8,0,0,0,0.0,0.0,0,8,0,4,4,2,2
5,22,32,7,0,15,7,0.21875,0.46875,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,15,0.875,1.875,3,8,0,0,0,0.0,0.0,0,0,4,6,5,2,2
5,23,32,8,0,24,8,0.25,0.75,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,24,1.0,3.0,4,8,0,0,0,0.0,0.0,0,8,8,4,4,1,1
5,24,32,7,0,11,7,0.21875,0.34375,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,11,0.875,1.375,2,8,0,0,0,0.0,0.0,0,0,4,2,5,3,3
5,25,32,8,0,18,8,0.25,0.5625,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,18,1.0,2.25,3,8,0,0,0,0.0,0.0,0,8,0,4,6,3,3
5,26,32,7,0,11,7,0.21875,0.34375,2,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,11,0.875,1.375,2,8,0,0,0,0.0,0.0,0,0,4,2,5,2,2
5,27,32,8,0,24,8,0.25,0.75,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,24,1.0,3.0,4,8,0,0,0,0.0,0.0,0,8,8,4,4,1,1
5,28,32,7,0,15,7,0.21875,0.46875,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,15,0.875,1.875,3,8,0,0,0,0.0,0.0,0,0,4,6,5,3,3
5,29,32,8,0,16,8,0.25,0.5,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,16,1.0,2.0,3,8,0,0,0,0.0,0.0,0,8,0,4,4,2,2
5,30,32,7,0,13,7,0.21875,0.40625,3,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,7,0,13,0.875,1.625,3,8,0,0,0,0.0,0.0,0,0,4,6,3,1,1
5,31,32,8,0,24,8,0.25,0.75,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,8,8,0,24,1.0,3.0,4,8,0,0,0,0.0,0.0,0,8,8,4,4,1,1
6,0,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,1,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,2,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,3,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,4,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,5,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,6,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,7,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,8,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,3,3
6,9,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,3,3
6,10,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,11,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,12,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,3,3
6,13,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,14,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,15,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,16,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,17,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,18,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,19,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,20,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,21,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,22,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,23,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,24,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,3,3
6,25,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,3,3
6,26,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,27,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,28,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,3,3
6,29,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,2,2
6,30,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
6,31,32,8,0,20,8,0.25,0.625,4,7.5,7.5,1.5,64,64,8,0,0,0,0.0,0.0,0,8,8,0,20,1.0,2.5,4,8,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0.0,0,4,4,4,8,1,1
